moneda	pais	destino	actividad	 precio 	opiniones	viajeros	url_fuente	fuente	fecha_scan
CLP	Chile	Santiago de Chile	Visita guiada por Santiago	 $15.000 	185	1.788	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Excursión a Valparaíso y Viña del Mar	 $36.440 	1.865	27.001	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Free tour por Santiago	 $- 	2.401	49.676	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Excursión al Cajón del Maipo en grupo reducido	 $38.000 	273	3.848	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Tour panorámico por Santiago	 $41.340 	337	3.668	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Excursión a la Viña Undurraga	 $54.340 	68	708	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Traslados en Santiago de Chile	 $39.338 	1.195	25.576	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Visita a las bodegas de Santa Rita	 $59.980 	68	933	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Excursión a las termas de Colina y el embalse El Yeso	 $67.125 	10	144	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Tour por el Museo de Arte Precolombino y el Museo Histórico Nacional	 $43.085 	0	13	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Free tour por el exterior de los museos y palacios de Santiago	 $- 	386	10.699	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Free tour por el barrio Yungay	 $- 	396	7.206	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Tarjeta eSIM Civitatis Chile	 $25 	39	811	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Free tour por el barrio de Providencia	 $- 	78	2.040	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Free tour por los mercados de Santiago	 $- 	158	3.410	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Excursión al Cajón del Maipo	 $60.000 	702	11.009	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Excursión a la Viña Concha y Toro	 $86.000 	479	5.242	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Free tour por Santiago + Cambio de Guardia en el Palacio de La Moneda	 $- 	51	2.906	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Estación de esquí El Portillo, Laguna del Inca y Viña San Esteban	 $59.831 	188	2.502	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Excursión al viñedo Alyan al atardecer	 $108.276 	53	1.029	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Tour privado por Santiago de Chile	 $149.990 	78	1.817	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Tour por Lastarria y el cerro Santa Lucía	 $14.049 	39	1.330	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Excursión al Parque Safari de Rancagua	 $83.641 	9	780	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Excursión a la estación de esquí El Portillo y la Laguna del Inca	 $67.437 	0	13	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Tour por Santiago + Teleférico del cerro San Cristóbal	 $100.000 	62	590	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Cena y espectáculo tradicional	 $95.000 	29	623	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Tour por el cerro San Cristóbal	 $43.085 	53	671	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Excursión a Isla Negra y Pomaire	 $150.000 	50	473	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Excursión a las termas de Valle de Colina	 $65.000 	46	433	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Autobús turístico de Santiago de Chile	 $44.000 	24	670	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Excursión al Valle Nevado al atardecer	 $65.873 	34	484	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Tour por Patronato y Bellavista	 $33.718 	36	431	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Excursión a Isla Negra, Pomaire y Viña Undurraga	 $140.000 	7	105	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Excursión privada desde Santiago de Chile	 $320.990 	7	240	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Paseo en helicóptero por Santiago de Chile	 $351.233 	0	134	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Visita a la viña Haras de Pirque	 $78.000 	7	143	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Tour por el Museo de la Memoria y los Derechos Humanos	 $19.669 	12	115	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Tour de la dictadura de Pinochet	 $79.000 	27	250	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Excursión a las viñas del Valle de Colchagua	 $250.000 	2	64	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Visita a la viña Cousiño Macul	 $69.000 	7	163	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Excursión a la Laguna del Inca y la Viña Sánchez de Loria	 $120.000 	13	115	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Visita a la viña Casas del Bosque	 $99.000 	0	50	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Tour por la Viña Cousiño Macul y el Templo Bahaí	 $80.000 	9	113	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Tour del vino Casillero del Diablo en la Viña Concha y Toro + Cena	 $179.000 	4	64	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Visita guiada por Sanhattan	 $45.894 	0	10	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Tour en segway por Santiago de Chile	 $74.930 	3	13	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Tour en bicicleta por Santiago	 $39.338 	18	138	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Excursión a Isla Negra y San Alfonso del Mar	 $150.000 	8	130	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Tour de compras por el Outlet Buenaventura	 $55.000 	6	68	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Tour por el Mercado de las Pulgas	 $19.669 	9	62	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Excursión a Pomaire y el Parque Tricao	 $125.000 	2	44	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Tour por Santiago + Museo Histórico Nacional	 $84.296 	0	20	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Tour en patinete eléctrico por el Cerro San Cristóbal	 $60.880 	4	15	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Tour nocturno por los bares de Santiago de Chile	 $69.000 	10	70	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Tour por las iglesias de Santiago	 $18.732 	0	13	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Escalada en el Cajón del Maipo	 $221.000 	0	6	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Tour del Estadio Monumental	 $68.000 	4	90	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Excursión al Parque Tricao y Viña Undurraga	 $127.000 	0	2	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Visita guiada por el Cementerio General de Santiago	 $20.000 	0	2	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Excursión a caballo por el Cajón del Maipo	 $249.141 	0		https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:36
CLP	Chile	Santiago de Chile	Excursión a San José de Maipo + El Morado Lodge	 $179.000 	0		https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:37
CLP	Chile	Santiago de Chile	Tour en bicicleta por Viña Santa Rita	 $107.000 	0	2	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:37
CLP	Chile	Santiago de Chile	Visita guiada por el Museo Histórico y Militar de Chile	 $18.732 	1	8	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:37
CLP	Chile	Santiago de Chile	Taller de artesanía textil mapuche	 $75.000 	0		https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:37
CLP	Chile	Santiago de Chile	Trekking por el Cajón del Maipo	 $142.366 	0		https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:37
CLP	Chile	Santiago de Chile	Tour de nieve por Farellones y Valle Nevado	 $32.000 	414	5.885	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:37
CLP	Chile	Santiago de Chile	Excursión al Parque de Farellones con entradas	 $120.000 	12	430	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:37
CLP	Chile	Santiago de Chile	Excursión privada a Farellones, Colorado y La Parva	 $208.340 	17	354	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:37
CLP	Chile	Santiago de Chile	Excursión al Parque Aconcagua	 $290.000 	22	237	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:37
CLP	Chile	Santiago de Chile	Excursión al Parque Nacional Siete Tazas	 $93.500 	4	122	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:37
CLP	Chile	Santiago de Chile	Paseo con raquetas de nieve por el Cajón del Maipo	 $214.000 	2	79	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:37
CLP	Chile	Santiago de Chile	Experiencia gastronómica Amor y Pastas	 $121.176 	2	84	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:37
CLP	Chile	Santiago de Chile	Paseo a caballo por el Parque Yerba Loca	 $221.000 	1	26	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:37
CLP	Chile	Santiago de Chile	Cascada Invertida, Muela del Diablo y Parque Nacional Siete Tazas en 2 días	 $280.000 	0	15	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:37
CLP	Chile	Santiago de Chile	Trekking por La Parva	 $220.000 	1	15	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:37
CLP	Chile	Santiago de Chile	Visita a la Viña Tres Palacios	 $32.782 	0	34	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:37
CLP	Chile	Santiago de Chile	Excursión en helicóptero a Valle Nevado	 $495.472 	2	14	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:37
CLP	Chile	Santiago de Chile	Ruta de trekking de 2 días por La Parva	 $420.000 	0	2	https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:37
CLP	Chile	Santiago de Chile	Excursión a El Colorado + Curso de esquí o de snowboard	 $219.000 	0		https://www.civitatis.com/es/santiago-de-chile/	Civitatis	20-01-2026 13:37
CLP	Chile	Valparaíso	Tour de Valparaíso al completo	 $60.000 	32	200	https://www.civitatis.com/es/valparaiso/	Civitatis	20-01-2026 13:37
CLP	Chile	Valparaíso	Free tour de los miradores y paseos de Valparaíso	 $- 	342	7.265	https://www.civitatis.com/es/valparaiso/	Civitatis	20-01-2026 13:37
CLP	Chile	Valparaíso	Free tour por Barrio Puerto y el Cerro Concepción	 $- 	171	3.172	https://www.civitatis.com/es/valparaiso/	Civitatis	20-01-2026 13:37
CLP	Chile	Valparaíso	Free tour por el Cerro Playa Ancha	 $- 	18	217	https://www.civitatis.com/es/valparaiso/	Civitatis	20-01-2026 13:37
CLP	Chile	Valparaíso	Tour de los ascensores de Valparaíso	 $30.000 	26	181	https://www.civitatis.com/es/valparaiso/	Civitatis	20-01-2026 13:37
