moneda,pais,destino,actividad,precio,opiniones,viajeros,url_fuente,fuente,fecha_scan
USD,Chile,Santiago de Chile,Excursión a Valparaíso y Viña del Mar,"7.689,83 US$",1.864 opiniones,27.001 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Excursión al Cajón del Maipo en grupo reducido,"8.019,03 US$",273 opiniones,3.848 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Visita guiada por Santiago,"3.165,40 US$",185 opiniones,1.788 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Free tour por Santiago,¡Gratis!,2.401 opiniones,49.666 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Excursión al Parque Nacional Siete Tazas,"19.731,05 US$",4 opiniones,122 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Excursión a la Viña Concha y Toro,"18.148,34 US$",479 opiniones,5.242 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Traslados en Santiago de Chile,42 US$,1.195 opiniones,25.576 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Excursión a la Viña Undurraga,"11.467,22 US$",68 opiniones,708 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Tour panorámico por Santiago,"8.723,86 US$",337 opiniones,3.668 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Tour por Santiago + Teleférico del cerro San Cristóbal,"21.102,72 US$",62 opiniones,590 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Tour por Patronato y Bellavista,36 US$,36 opiniones,431 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Excursión al Cajón del Maipo,"12.661,63 US$",702 opiniones,11.009 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Tarjeta eSIM Civitatis Chile,5 US$,39 opiniones,811 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Tour por Lastarria y el cerro Santa Lucía,15 US$,39 opiniones,1.330 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Free tour por el exterior de los museos y palacios de Santiago,¡Gratis!,386 opiniones,10.699 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Tour por el Museo de la Memoria y los Derechos Humanos,21 US$,12 opiniones,115 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Free tour por el barrio Yungay,¡Gratis!,396 opiniones,7.206 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Free tour por el barrio de Providencia,¡Gratis!,78 opiniones,2.040 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Free tour por Santiago + Cambio de Guardia en el Palacio de La Moneda,¡Gratis!,51 opiniones,2.906 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Tour privado por Santiago de Chile,"31.651,98 US$",78 opiniones,1.817 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Tour privado por Santiago de Chile,"168,94 US$",78 opiniones,1.817 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Excursión al Parque Safari de Rancagua,"89,30 US$",9 opiniones,780 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Excursión a la estación de esquí El Portillo y la Laguna del Inca,72 US$,Sin valorar,13 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Tour por Santiago + Teleférico del cerro San Cristóbal,"112,63 US$",62 opiniones,590 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Cena y espectáculo tradicional,107 US$,29 opiniones,623 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Tour por el cerro San Cristóbal,46 US$,53 opiniones,671 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Excursión a Isla Negra y Pomaire,"168,95 US$",50 opiniones,473 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Excursión a las termas de Valle de Colina,"73,21 US$",46 opiniones,433 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Autobús turístico de Santiago de Chile,"49,56 US$",24 opiniones,670 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Excursión al Valle Nevado al atardecer,"70,33 US$",34 opiniones,484 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,"Excursión a Isla Negra, Pomaire y Viña Undurraga","157,69 US$",7 opiniones,105 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Excursión privada desde Santiago de Chile,"361,56 US$",7 opiniones,240 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Paseo en helicóptero por Santiago de Chile,375 US$,Sin valorar,134 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Visita a la viña Haras de Pirque,"87,85 US$",7 opiniones,143 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
USD,Chile,Santiago de Chile,Tour de la dictadura de Pinochet,"88,98 US$",27 opiniones,250 viajeros,https://www.civitatis.com/es/santiago-de-chile/,Civitatis,2026-01-20 13:34
