moneda,pais,destino,actividad,precio,opiniones,viajeros,url_fuente,fuente,fecha_scan
USD,Argentina,Buenos Aires,Tour privado por Buenos Aires,135 US$,296 opiniones,6.219 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Espectáculo en el teatro Tango Porteño,33 US$,699 opiniones,9.889 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Free tour por el centro histórico de Buenos Aires,¡Gratis!,2.444 opiniones,84.098 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Espectáculo de tango y cena en El Querandi,50 US$,134 opiniones,1.537 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Excursión a Tigre en barco,46 US$,710 opiniones,9.736 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Traslados en Buenos Aires,17 US$,6.412 opiniones,97.507 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Espectáculo de tango en El Viejo Almacén,50 US$,80 opiniones,1.168 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Espectáculo en Madero Tango,"17,98 US$",556 opiniones,9.881 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Excursión a Colonia del Sacramento,72 US$,364 opiniones,5.578 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,"Autobús turístico de Buenos Aires, Gray Line",22 US$,12 opiniones,563 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Autobús turístico Buenos Aires Bus,21 US$,875 opiniones,16.448 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Entradas al Museo de la Pasión Boquense,31 US$,35 opiniones,1.512 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Free tour por el barrio de La Boca,¡Gratis!,2.114 opiniones,52.363 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Free tour por el barrio de San Telmo,¡Gratis!,440 opiniones,19.956 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Experiencia de tango en Buenos Aires,"40,62 US$",78 opiniones,605 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Seguro de viaje Civitatis,"21,41 US$",2.862 opiniones,94.679 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Espectáculo de tango en Gala Tango,120 US$,6 opiniones,43 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Visita guiada por el Teatro Colón,46 US$,39 opiniones,651 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,"Tour del fútbol, Boca Juniors y River Plate",135 US$,150 opiniones,2.262 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Visita guiada por La Recoleta,"18,75 US$",780 opiniones,5.657 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Transporte a Montevideo: Ferry + Autobús,85 US$,73 opiniones,1.268 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Free tour por el cementerio de la Recoleta,¡Gratis!,1.325 opiniones,54.359 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Tour por el Buenos Aires político,50 US$,5 opiniones,17 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Espectáculo en Palacio Tango,"35,67 US$",73 opiniones,939 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Ferry Colonia Express entre Buenos Aires y Colonia del Sacramento,72 US$,57 opiniones,1.226 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Free tour por el barrio de La Recoleta,¡Gratis!,307 opiniones,8.637 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Tour gastronómico por Buenos Aires,69 US$,35 opiniones,333 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Tour por las librerías de Buenos Aires,"31,25 US$",58 opiniones,453 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Free tour por Palermo,¡Gratis!,505 opiniones,15.642 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Paseo en barco al atardecer por el Río de la Plata,"39,50 US$",185 opiniones,3.273 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Visita guiada por San Telmo,10 US$,913 opiniones,12.957 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Entrada al Museo River y Estadio Monumental,"21,86 US$",32 opiniones,629 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Excursión a Colonia del Sacramento + Autobús turístico,86 US$,22 opiniones,498 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Pub Crawl ¡Tour de fiesta por Buenos Aires!,18 US$,62 opiniones,557 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Free tour por Puerto Madero,¡Gratis!,421 opiniones,12.864 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Free tour alternativo por Palermo,¡Gratis!,Sin valorar,174 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Free tour por las iglesias coloniales de Buenos Aires,¡Gratis!,29 opiniones,819 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Free tour por el barrio Retiro,¡Gratis!,55 opiniones,1.810 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Espectáculo de tango en La Ventana,70 US$,61 opiniones,1.123 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Fiesta Gaucha en la Estancia Don Silvano,"73,45 US$",47 opiniones,587 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Excursión privada a las Cataratas de Iguazú,2.400 US$,9 opiniones,167 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Tour de Eva Perón por Buenos Aires,50 US$,2 opiniones,24 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Excursión a Montevideo en ferry directo + Taller de candombe,245 US$,5 opiniones,22 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Vuelo privado en avioneta por Buenos Aires,120 US$,2 opiniones,27 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Partido de fútbol en Buenos Aires con guía local,"336,91 US$",2 opiniones,41 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Taller de mate argentino,55 US$,42 opiniones,445 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Tour en bicicleta por Buenos Aires,38 US$,91 opiniones,1.199 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Paseo en velero por el río de la Plata con aperitivo,50 US$,39 opiniones,301 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Espectáculo en Señor Tango,59 US$,14 opiniones,269 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Paseo en barco por el Río de la Plata hasta La Boca,18 US$,78 opiniones,1.540 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Espectáculo en Aljibe Tango,65 US$,10 opiniones,286 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Free tour nocturno por Buenos Aires,¡Gratis!,12 opiniones,830 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Tour del tango por la avenida Corrientes,74 US$,2 opiniones,12 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,"Buenos Aires, Teatro Colón y museo MALBA","94,58 US$",37 opiniones,260 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Experiencia gaucha en San Antonio de Areco,"214,72 US$",17 opiniones,133 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Excursión a Campanópolis,"53,50 US$",106 opiniones,1.248 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Tour nocturno por Buenos Aires,80 US$,6 opiniones,162 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Tour por Buenos Aires + Paseo en barco,46 US$,4 opiniones,95 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Tour de los misterios y leyendas del Norte de Buenos Aires,17 US$,58 opiniones,1.584 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Tour por el Cementerio de la Chacarita,15 US$,190 opiniones,3.146 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
USD,Argentina,Buenos Aires,Espectáculo de tango en Esquina Homero Manzi,55 US$,6 opiniones,74 viajeros,https://www.civitatis.com/es/buenos-aires/,Civitatis,2026-01-19 13:38
