fecha,moneda_base,moneda_destino,tasa_cambio
2025-12-19,CLP,PEN,0.003702385
2025-12-18,USD,ARS,1450.070200514
2025-12-18,USD,BRL,5.5219308963
2025-12-18,USD,COP,3855.8805365799
2025-12-18,USD,MXN,17.9966034202
2025-12-18,USD,PEN,3.3688003727
2025-12-18,USD,CLP,917.45
2025-12-18,CLP,ARS,1.592101418
2025-12-18,CLP,BRL,0.006062792
2025-12-18,CLP,COP,4.233555637
2025-12-18,CLP,MXN,0.019759332
2025-12-18,CLP,PEN,0.003698767
2025-12-17,USD,ARS,1450.7501650968
2025-12-17,USD,BRL,5.5207410448
2025-12-17,USD,COP,3860.7707388432
2025-12-17,USD,MXN,18.0141024781
2025-12-17,USD,PEN,3.3692003584
2025-12-17,USD,CLP,913.74
2025-12-17,CLP,ARS,1.580595855
2025-12-17,CLP,BRL,0.006014861
2025-12-17,CLP,COP,4.206319167
2025-12-17,CLP,MXN,0.019626409
2025-12-17,CLP,PEN,0.003670752
2025-12-16,USD,ARS,1450.1952061501
2025-12-16,USD,BRL,5.5096210187
2025-12-16,USD,COP,3838.9204415345
2025-12-16,USD,MXN,17.9840034984
2025-12-16,USD,PEN,3.3702004418
2025-12-16,USD,CLP,912.03
2025-12-16,CLP,ARS,1.585120456
2025-12-16,CLP,BRL,0.006022233
2025-12-16,CLP,COP,4.196091185
2025-12-16,CLP,MXN,0.019657224
2025-12-16,CLP,PEN,0.003683762
2025-12-15,USD,ARS,1438.2552157444
2025-12-15,USD,BRL,5.4149006216
2025-12-15,USD,COP,3819.8255999625
2025-12-15,USD,MXN,17.9920031287
2025-12-15,USD,PEN,3.3708005059
2025-12-15,USD,CLP,912.66
2025-12-15,CLP,ARS,1.570747593
2025-12-15,CLP,BRL,0.005913722
2025-12-15,CLP,COP,4.171708748
2025-12-15,CLP,MXN,0.01964943
2025-12-15,CLP,PEN,0.003681319
2025-12-14,USD,ARS,1440.5032428132
2025-12-14,USD,BRL,5.4196006918
2025-12-14,USD,COP,3804.4705357043
2025-12-14,USD,MXN,18.008602347
2025-12-14,USD,PEN,3.3682006167
2025-12-14,USD,CLP,916.9
2025-12-14,CLP,ARS,1.587681097
2025-12-14,CLP,BRL,0.005973327
2025-12-14,CLP,COP,4.193177615
2025-12-14,CLP,MXN,0.019848562
2025-12-14,CLP,PEN,0.003712334
2025-12-13,USD,ARS,1440.503251585
2025-12-13,USD,BRL,5.4196010032
2025-12-13,USD,COP,3804.4704562377
2025-12-13,USD,MXN,18.0149021979
2025-12-13,USD,PEN,3.3682006181
2025-12-13,USD,CLP,916.9
2025-12-13,CLP,ARS,1.587681013
2025-12-13,CLP,BRL,0.005973327
2025-12-13,CLP,COP,4.193177281
2025-12-13,CLP,MXN,0.019855504
2025-12-13,CLP,PEN,0.003712333
2025-12-12,USD,ARS,1440.5031792401
2025-12-12,USD,BRL,5.4196007088
2025-12-12,USD,COP,3804.4706853613
2025-12-12,USD,MXN,18.0149029472
2025-12-12,USD,PEN,3.3682004398
2025-12-12,USD,CLP,916.9
2025-12-12,CLP,ARS,1.587681011
2025-12-12,CLP,BRL,0.005973327
2025-12-12,CLP,COP,4.193177738
2025-12-12,CLP,MXN,0.019855506
2025-12-12,CLP,PEN,0.003712333
2025-12-11,USD,ARS,1436.4902413734
2025-12-11,USD,BRL,5.4062909682
2025-12-11,USD,COP,3801.4006305686
2025-12-11,USD,MXN,18.0348026236
2025-12-11,USD,PEN,3.3690005157
2025-12-11,USD,CLP,923.99
2025-12-11,CLP,ARS,1.571222349
2025-12-11,CLP,BRL,0.005913361
2025-12-11,CLP,COP,4.157943754
2025-12-11,CLP,MXN,0.019726333
2025-12-11,CLP,PEN,0.003684988
2025-12-10,USD,ARS,1437.7701858826
2025-12-10,USD,BRL,5.4724007918
2025-12-10,USD,COP,3839.7307006121
2025-12-10,USD,MXN,18.1602024115
2025-12-10,USD,PEN,3.3730006338
2025-12-10,USD,CLP,926.89
2025-12-10,CLP,ARS,1.562504687
2025-12-10,CLP,BRL,0.005947162
2025-12-10,CLP,COP,4.172848537
2025-12-10,CLP,MXN,0.0197357
2025-12-10,CLP,PEN,0.003665627
2025-12-09,USD,ARS,1440.0102620643
2025-12-09,USD,BRL,5.4335907367
2025-12-09,USD,COP,3855.8006451441
2025-12-09,USD,MXN,18.1976018961
2025-12-09,USD,PEN,3.3639005
2025-12-09,USD,CLP,920.02
2025-12-09,CLP,ARS,1.555338423
2025-12-09,CLP,BRL,0.005868758
2025-12-09,CLP,COP,4.164605664
2025-12-09,CLP,MXN,0.019655019
2025-12-09,CLP,PEN,0.00363331
2025-12-08,USD,ARS,1434.490156173
2025-12-08,USD,BRL,5.4314809626
2025-12-08,USD,COP,3821.9704664048
2025-12-08,USD,MXN,18.2640027844
2025-12-08,USD,PEN,3.3613004445
2025-12-08,USD,CLP,918.15
2025-12-08,CLP,ARS,1.552276745
2025-12-08,CLP,BRL,0.005877462
2025-12-08,CLP,COP,4.135794065
2025-12-08,CLP,MXN,0.019763668
2025-12-08,CLP,PEN,0.003637298
2025-12-07,USD,ARS,1433.0031839929
2025-12-07,USD,BRL,5.4400010065
2025-12-07,USD,COP,3831.5707379766
2025-12-07,USD,MXN,18.1900022213
2025-12-07,USD,PEN,3.3644004267
2025-12-07,USD,CLP,918.15
2025-12-07,CLP,ARS,1.548355447
2025-12-07,CLP,BRL,0.005877904
2025-12-07,CLP,COP,4.140000168
2025-12-07,CLP,MXN,0.01965424
2025-12-07,CLP,PEN,0.003635224
2025-12-06,USD,ARS,1433.0031741296
2025-12-06,USD,BRL,5.4400005541
2025-12-06,USD,COP,3831.5706845187
2025-12-06,USD,MXN,18.1779019051
2025-12-06,USD,PEN,3.3644005901
2025-12-06,USD,CLP,918.15
2025-12-06,CLP,ARS,1.548355374
2025-12-06,CLP,BRL,0.005877903
2025-12-06,CLP,COP,4.139999943
2025-12-06,CLP,MXN,0.019641165
2025-12-06,CLP,PEN,0.003635224
2025-12-05,USD,ARS,1433.0031760998
2025-12-05,USD,BRL,5.4400006755
2025-12-05,USD,COP,3831.5704458539
2025-12-05,USD,MXN,18.1779028664
2025-12-05,USD,PEN,3.3644004309
2025-12-05,USD,CLP,918.15
2025-12-05,CLP,ARS,1.548355468
2025-12-05,CLP,BRL,0.005877904
2025-12-05,CLP,COP,4.139999932
2025-12-05,CLP,MXN,0.019641167
2025-12-05,CLP,PEN,0.003635224
2025-12-04,USD,ARS,1445.0032416652
2025-12-04,USD,BRL,5.3114007015
2025-12-04,USD,COP,3799.1944479172
2025-12-04,USD,MXN,18.2410027623
2025-12-04,USD,PEN,3.3612003641
2025-12-04,USD,CLP,919.46
2025-12-04,CLP,ARS,1.575450302
2025-12-04,CLP,BRL,0.005790885
2025-12-04,CLP,COP,4.142165129
2025-12-04,CLP,MXN,0.019887702
2025-12-04,CLP,PEN,0.003664631
2025-12-03,USD,ARS,1452.5031559256
2025-12-03,USD,BRL,5.3084009276
2025-12-03,USD,COP,3763.4704212251
2025-12-03,USD,MXN,18.2980032948
2025-12-03,USD,PEN,3.3623006537
2025-12-03,USD,CLP,925.37
2025-12-03,CLP,ARS,1.579666052
2025-12-03,CLP,BRL,0.005773138
2025-12-03,CLP,COP,4.092952527
2025-12-03,CLP,MXN,0.019899946
2025-12-03,CLP,PEN,0.003656661
2025-12-02,USD,ARS,1456.0031885653
2025-12-02,USD,BRL,5.3284006918
2025-12-02,USD,COP,3815.3706514904
2025-12-02,USD,MXN,18.2779024814
2025-12-02,USD,PEN,3.3684005787
2025-12-02,USD,CLP,927.95
2025-12-02,CLP,ARS,1.57692137
2025-12-02,CLP,BRL,0.005770914
2025-12-02,CLP,COP,4.132229629
2025-12-02,CLP,MXN,0.019795846
2025-12-02,CLP,PEN,0.00364814
2025-12-01,USD,ARS,1451.1702810814
2025-12-01,USD,BRL,5.35710103
2025-12-01,USD,COP,3808.2205932913
2025-12-01,USD,MXN,18.3070021447
2025-12-01,USD,PEN,3.3729006697
2025-12-01,USD,CLP,928.16
2025-12-01,CLP,ARS,1.560230076
2025-12-01,CLP,BRL,0.005759703
2025-12-01,CLP,COP,4.094419781
2025-12-01,CLP,MXN,0.019682828
2025-12-01,CLP,PEN,0.003626384
2025-11-30,USD,ARS,1449.0031948182
2025-11-30,USD,BRL,5.3373005602
2025-11-30,USD,COP,3745.7205798134
2025-11-30,USD,MXN,18.2970036559
2025-11-30,USD,PEN,3.363800356
2025-11-30,USD,CLP,929.14
2025-11-30,CLP,ARS,1.561190144
2025-11-30,CLP,BRL,0.005750533
2025-11-30,CLP,COP,4.035727508
2025-11-30,CLP,MXN,0.019713622
2025-11-30,CLP,PEN,0.003624238
2025-11-29,USD,ARS,1449.0032577375
2025-11-29,USD,BRL,5.33730093
2025-11-29,USD,COP,3745.7205761246
2025-11-29,USD,MXN,18.3030028751
2025-11-29,USD,PEN,3.3638005869
2025-11-29,USD,CLP,929.14
2025-11-29,CLP,ARS,1.561190176
2025-11-29,CLP,BRL,0.005750534
2025-11-29,CLP,COP,4.03572741
2025-11-29,CLP,MXN,0.019720086
2025-11-29,CLP,PEN,0.003624238
2025-11-28,USD,ARS,1449.0032070884
2025-11-28,USD,BRL,5.3373006605
2025-11-28,USD,COP,3745.720596026
2025-11-28,USD,MXN,18.3030018907
2025-11-28,USD,PEN,3.363800651
2025-11-28,USD,CLP,929.14
2025-11-28,CLP,ARS,1.561190041
2025-11-28,CLP,BRL,0.005750533
2025-11-28,CLP,COP,4.035727224
2025-11-28,CLP,MXN,0.019720084
2025-11-28,CLP,PEN,0.003624238
2025-11-27,USD,ARS,1450.5101935801
2025-11-27,USD,BRL,5.3574009867
2025-11-27,USD,COP,3745.70044419
2025-11-27,USD,MXN,18.3441034923
2025-11-27,USD,PEN,3.3642005156
2025-11-27,USD,CLP,930.89
2025-11-27,CLP,ARS,1.560930133
2025-11-27,CLP,BRL,0.005765233
2025-11-27,CLP,COP,4.030841505
2025-11-27,CLP,MXN,0.019740546
2025-11-27,CLP,PEN,0.0036203
2025-11-26,USD,ARS,1452.7302858966
2025-11-26,USD,BRL,5.3325010638
2025-11-26,USD,COP,3727.2206992636
2025-11-26,USD,MXN,18.3416028207
2025-11-26,USD,PEN,3.3686005561
2025-11-26,USD,CLP,937.15
2025-11-26,CLP,ARS,1.56731653
2025-11-26,CLP,BRL,0.00575311
2025-11-26,CLP,COP,4.021210729
2025-11-26,CLP,MXN,0.019788324
2025-11-26,CLP,PEN,0.003634304
2025-11-25,USD,ARS,1447.4702791785
2025-11-25,USD,BRL,5.3810110394
2025-11-25,USD,COP,3805.0565281911
2025-11-25,USD,MXN,18.3883032473
2025-11-25,USD,PEN,3.3717003606
2025-11-25,USD,CLP,939.57
2025-11-25,CLP,ARS,1.547186193
2025-11-25,CLP,BRL,0.005751708
2025-11-25,CLP,COP,4.067186047
2025-11-25,CLP,MXN,0.019655069
2025-11-25,CLP,PEN,0.003603976
2025-11-24,USD,ARS,1424.3501592901
2025-11-24,USD,BRL,5.3881808353
2025-11-24,USD,COP,3788.5704529467
2025-11-24,USD,MXN,18.5074033418
2025-11-24,USD,PEN,3.3819004888
2025-11-24,USD,CLP,937.36
2025-11-24,CLP,ARS,1.515217493
2025-11-24,CLP,BRL,0.005731923
2025-11-24,CLP,COP,4.03026474
2025-11-24,CLP,MXN,0.019688095
2025-11-24,CLP,PEN,0.003597651
2025-11-23,USD,ARS,1424.4982562094
2025-11-23,USD,BRL,5.4038010009
2025-11-23,USD,COP,3800.9704954597
2025-11-23,USD,MXN,18.4772036819
2025-11-23,USD,PEN,3.3872006355
2025-11-23,USD,CLP,929
2025-11-23,CLP,ARS,1.516827258
2025-11-23,CLP,BRL,0.005754049
2025-11-23,CLP,COP,4.04733079
2025-11-23,CLP,MXN,0.019674806
2025-11-23,CLP,PEN,0.003606742
2025-11-22,USD,ARS,1424.4982174731
2025-11-22,USD,BRL,5.4033010137
2025-11-22,USD,COP,3800.9706642148
2025-11-22,USD,MXN,18.4867028637
2025-11-22,USD,PEN,3.3872003504
2025-11-22,USD,CLP,929
2025-11-22,CLP,ARS,1.516827231
2025-11-22,CLP,BRL,0.005753517
2025-11-22,CLP,COP,4.04733101
2025-11-22,CLP,MXN,0.019684921
2025-11-22,CLP,PEN,0.003606742
2025-11-21,USD,ARS,1424.4982209361
2025-11-21,USD,BRL,5.4033009937
2025-11-21,USD,COP,3800.9704204309
2025-11-21,USD,MXN,18.4867021156
2025-11-21,USD,PEN,3.3872003618
2025-11-21,USD,CLP,929
2025-11-21,CLP,ARS,1.51682728
2025-11-21,CLP,BRL,0.005753517
2025-11-21,CLP,COP,4.04733087
2025-11-21,CLP,MXN,0.01968492
2025-11-21,CLP,PEN,0.003606742
2025-11-20,USD,ARS,1424.4102633999
2025-11-20,USD,BRL,5.3332010429
2025-11-20,USD,COP,3760.2605165731
2025-11-20,USD,MXN,18.3812028082
2025-11-20,USD,PEN,3.3802003397
2025-11-20,USD,CLP,931.36
2025-11-20,CLP,ARS,1.532793925
2025-11-20,CLP,BRL,0.005739005
2025-11-20,CLP,COP,4.04637949
2025-11-20,CLP,MXN,0.019779832
2025-11-20,CLP,PEN,0.0036374
2025-11-19,USD,ARS,1406.9701739221
2025-11-19,USD,BRL,5.3306909579
2025-11-19,USD,COP,3717.470528903
2025-11-19,USD,MXN,18.3390025329
2025-11-19,USD,PEN,3.3798006526
2025-11-19,USD,CLP,929.26
2025-11-19,CLP,ARS,1.508151833
2025-11-19,CLP,BRL,0.005714045
2025-11-19,CLP,COP,3.984810835
2025-11-19,CLP,MXN,0.019657844
2025-11-19,CLP,PEN,0.003622858
2025-11-18,USD,ARS,1400.4502489903
2025-11-18,USD,BRL,5.3225507746
2025-11-18,USD,COP,3723.600406442
2025-11-18,USD,MXN,18.3434021103
2025-11-18,USD,PEN,3.372700647
2025-11-18,USD,CLP,919.82
2025-11-18,CLP,ARS,1.501726449
2025-11-18,CLP,BRL,0.005707461
2025-11-18,CLP,COP,3.992879591
2025-11-18,CLP,MXN,0.01966994
2025-11-18,CLP,PEN,0.003616604
2025-11-17,USD,ARS,1386.9902713334
2025-11-17,USD,BRL,5.3295008371
2025-11-17,USD,COP,3756.500730807
2025-11-17,USD,MXN,18.4470029731
2025-11-17,USD,PEN,3.3637003387
2025-11-17,USD,CLP,932.63
2025-11-17,CLP,ARS,1.500697965
2025-11-17,CLP,BRL,0.005766422
2025-11-17,CLP,COP,4.064464703
2025-11-17,CLP,MXN,0.019959318
2025-11-17,CLP,PEN,0.003639462
2025-11-16,USD,ARS,1403.4932549731
2025-11-16,USD,BRL,5.2974010082
2025-11-16,USD,COP,3756.4704455621
2025-11-16,USD,MXN,18.308903292
2025-11-16,USD,PEN,3.3632003935
2025-11-16,USD,CLP,925.63
2025-11-16,CLP,ARS,1.517814837
2025-11-16,CLP,BRL,0.005728901
2025-11-16,CLP,COP,4.062453849
2025-11-16,CLP,MXN,0.019800256
2025-11-16,CLP,PEN,0.00363715
2025-11-15,USD,ARS,1403.4931804622
2025-11-15,USD,BRL,5.297400934
2025-11-15,USD,COP,3756.4707108213
2025-11-15,USD,MXN,18.3050026637
2025-11-15,USD,PEN,3.3642005239
2025-11-15,USD,CLP,925.63
2025-11-15,CLP,ARS,1.517814834
2025-11-15,CLP,BRL,0.005728901
2025-11-15,CLP,COP,4.062454343
2025-11-15,CLP,MXN,0.019796038
2025-11-15,CLP,PEN,0.003638232
2025-11-14,USD,ARS,1403.4932313911
2025-11-14,USD,BRL,5.2974007666
2025-11-14,USD,COP,3756.4706784024
2025-11-14,USD,MXN,18.3050027277
2025-11-14,USD,PEN,3.3642005688
2025-11-14,USD,CLP,925.63
2025-11-14,CLP,ARS,1.51781489
2025-11-14,CLP,BRL,0.005728901
2025-11-14,CLP,COP,4.062454312
2025-11-14,CLP,MXN,0.019796038
2025-11-14,CLP,PEN,0.003638232
2025-11-13,USD,ARS,1407.9902530424
2025-11-13,USD,BRL,5.2979009004
2025-11-13,USD,COP,3751.2256125448
2025-11-13,USD,MXN,18.3152035213
2025-11-13,USD,PEN,3.3709004747
2025-11-13,USD,CLP,932.37
2025-11-13,CLP,ARS,1.514374826
2025-11-13,CLP,BRL,0.005698198
2025-11-13,CLP,COP,4.034659771
2025-11-13,CLP,MXN,0.019699059
2025-11-13,CLP,PEN,0.003625598
2025-11-12,USD,ARS,1408.4501792319
2025-11-12,USD,BRL,5.2934706984
2025-11-12,USD,COP,3705.7006599193
2025-11-12,USD,MXN,18.302003454
2025-11-12,USD,PEN,3.3704003567
2025-11-12,USD,CLP,936.89
2025-11-12,CLP,ARS,1.51438097
2025-11-12,CLP,BRL,0.005691597
2025-11-12,CLP,COP,3.984409702
2025-11-12,CLP,MXN,0.019678513
2025-11-12,CLP,PEN,0.003623891
2025-11-11,USD,ARS,1409.950207872
2025-11-11,USD,BRL,5.2737707476
2025-11-11,USD,COP,3732.720587991
2025-11-11,USD,MXN,18.3197022765
2025-11-11,USD,PEN,3.3672006659
2025-11-11,USD,CLP,940.85
2025-11-11,CLP,ARS,1.508355107
2025-11-11,CLP,BRL,0.005641844
2025-11-11,CLP,COP,3.993239003
2025-11-11,CLP,MXN,0.019598292
2025-11-11,CLP,PEN,0.003602208
2025-11-10,USD,ARS,1419.9902828249
2025-11-10,USD,BRL,5.3063006393
2025-11-10,USD,COP,3753.985705884
2025-11-10,USD,MXN,18.3817031355
2025-11-10,USD,PEN,3.3649004825
2025-11-10,USD,CLP,946.24
2025-11-10,CLP,ARS,1.513235709
2025-11-10,CLP,BRL,0.005654745
2025-11-10,CLP,COP,4.000495841
2025-11-10,CLP,MXN,0.019588761
2025-11-10,CLP,PEN,0.003585861
2025-11-09,USD,ARS,1415.0032803544
2025-11-09,USD,BRL,5.3331005428
2025-11-09,USD,COP,3788.4704821681
2025-11-09,USD,MXN,18.4442032029
2025-11-09,USD,PEN,3.3772005017
2025-11-09,USD,CLP,940.84
2025-11-09,CLP,ARS,1.496202001
2025-11-09,CLP,BRL,0.005639136
2025-11-09,CLP,COP,4.005868535
2025-11-09,CLP,MXN,0.019502608
2025-11-09,CLP,PEN,0.003570998
2025-11-08,USD,ARS,1415.0032256301
2025-11-08,USD,BRL,5.3331010253
2025-11-08,USD,COP,3788.4706126344
2025-11-08,USD,MXN,18.4460031061
2025-11-08,USD,PEN,3.3772003687
2025-11-08,USD,CLP,940.84
2025-11-08,CLP,ARS,1.496201909
2025-11-08,CLP,BRL,0.005639136
2025-11-08,CLP,COP,4.005868579
2025-11-08,CLP,MXN,0.01950451
2025-11-08,CLP,PEN,0.003570998
2025-11-07,USD,ARS,1415.0031906027
2025-11-07,USD,BRL,5.3331006438
2025-11-07,USD,COP,3788.4706121484
2025-11-07,USD,MXN,18.4460036234
2025-11-07,USD,PEN,3.3772005857
2025-11-07,USD,CLP,940.84
2025-11-07,CLP,ARS,1.496201897
2025-11-07,CLP,BRL,0.005639136
2025-11-07,CLP,COP,4.005868646
2025-11-07,CLP,MXN,0.019504511
2025-11-07,CLP,PEN,0.003570998
2025-11-06,USD,ARS,1450.7501943436
2025-11-06,USD,BRL,5.3502108125
2025-11-06,USD,COP,3783.1204897838
2025-11-06,USD,MXN,18.5715027929
2025-11-06,USD,PEN,3.3773005593
2025-11-06,USD,CLP,945.6
2025-11-06,CLP,ARS,1.535997789
2025-11-06,CLP,BRL,0.005664595
2025-11-06,CLP,COP,4.005420597
2025-11-06,CLP,MXN,0.019662784
2025-11-06,CLP,PEN,0.003575754
2025-11-05,USD,ARS,1450.7302077799
2025-11-05,USD,BRL,5.3605005631
2025-11-05,USD,COP,3831.4706081048
2025-11-05,USD,MXN,18.5937035177
2025-11-05,USD,PEN,3.3712004995
2025-11-05,USD,CLP,945.13
2025-11-05,CLP,ARS,1.537849141
2025-11-05,CLP,BRL,0.005682408
2025-11-05,CLP,COP,4.061557244
2025-11-05,CLP,MXN,0.019710289
2025-11-05,CLP,PEN,0.003573647
2025-11-04,USD,ARS,1457.7302576637
2025-11-04,USD,BRL,5.3974009186
2025-11-04,USD,COP,3865.4705642683
2025-11-04,USD,MXN,18.7000025609
2025-11-04,USD,PEN,3.3863003555
2025-11-04,USD,CLP,940.53
2025-11-04,CLP,ARS,1.539232318
2025-11-04,CLP,BRL,0.005699171
2025-11-04,CLP,COP,4.081589982
2025-11-04,CLP,MXN,0.019745524
2025-11-04,CLP,PEN,0.003575629
2025-11-03,USD,ARS,1480.2302354669
2025-11-03,USD,BRL,5.3572409641
2025-11-03,USD,COP,3856.9706313925
2025-11-03,USD,MXN,18.4944032966
2025-11-03,USD,PEN,3.3772003619
2025-11-03,USD,CLP,943.69
2025-11-03,CLP,ARS,1.576305786
2025-11-03,CLP,BRL,0.005704957
2025-11-03,CLP,COP,4.107310456
2025-11-03,CLP,MXN,0.019694798
2025-11-03,CLP,PEN,0.0035964
2025-11-02,USD,ARS,1444.5031895923
2025-11-02,USD,BRL,5.3762007171
2025-11-02,USD,COP,3858.5905376121
2025-11-02,USD,MXN,18.5660036471
2025-11-02,USD,PEN,3.3668003527
2025-11-02,USD,CLP,940.57
2025-11-02,CLP,ARS,1.532629164
2025-11-02,CLP,BRL,0.005704191
2025-11-02,CLP,COP,4.093994691
2025-11-02,CLP,MXN,0.019698675
2025-11-02,CLP,PEN,0.003572201
2025-11-01,USD,ARS,1444.5032173191
2025-11-01,USD,BRL,5.3762009311
2025-11-01,USD,COP,3858.5906028856
2025-11-01,USD,MXN,18.5600025299
2025-11-01,USD,PEN,3.3852303924
2025-11-01,USD,CLP,940.57
2025-11-01,CLP,ARS,1.532629162
2025-11-01,CLP,BRL,0.005704191
2025-11-01,CLP,COP,4.093994678
2025-11-01,CLP,MXN,0.019692307
2025-11-01,CLP,PEN,0.003591756
2025-10-31,USD,ARS,1444.5031654887
2025-10-31,USD,BRL,5.3762006934
2025-10-31,USD,COP,3858.5906079302
2025-10-31,USD,MXN,18.5600027565
2025-10-31,USD,PEN,3.3852306675
2025-10-31,USD,CLP,940.57
2025-10-31,CLP,ARS,1.532629118
2025-10-31,CLP,BRL,0.005704191
2025-10-31,CLP,COP,4.09399471
2025-10-31,CLP,MXN,0.019692308
2025-10-31,CLP,PEN,0.003591756
2025-10-30,USD,ARS,1439.5101752123
2025-10-30,USD,BRL,5.3836009527
2025-10-30,USD,COP,3853.4704176886
2025-10-30,USD,MXN,18.5287026508
2025-10-30,USD,PEN,3.3827006104
2025-10-30,USD,CLP,940.57
2025-10-30,CLP,ARS,1.527250439
2025-10-30,CLP,BRL,0.005711739
2025-10-30,CLP,COP,4.088345112
2025-10-30,CLP,MXN,0.019658054
2025-10-30,CLP,PEN,0.003588881
2025-10-29,USD,ARS,1437.4702559436
2025-10-29,USD,BRL,5.3586507935
2025-10-29,USD,COP,3876.4704804929
2025-10-29,USD,MXN,18.4880036335
2025-10-29,USD,PEN,3.3912004894
2025-10-29,USD,CLP,941.63
2025-10-29,CLP,ARS,1.525863235
2025-10-29,CLP,BRL,0.005688165
2025-10-29,CLP,COP,4.114842561
2025-10-29,CLP,MXN,0.019624869
2025-10-29,CLP,PEN,0.003599732
2025-10-28,USD,ARS,1473.4901536446
2025-10-28,USD,BRL,5.3594308844
2025-10-28,USD,COP,3897.6605499528
2025-10-28,USD,MXN,18.4370024914
2025-10-28,USD,PEN,3.3918006234
2025-10-28,USD,CLP,938.19
2025-10-28,CLP,ARS,1.561231139
2025-10-28,CLP,BRL,0.005678566
2025-10-28,CLP,COP,4.129752076
2025-10-28,CLP,MXN,0.019534859
2025-10-28,CLP,PEN,0.00359377
2025-10-27,USD,ARS,1432.4502606994
2025-10-27,USD,BRL,5.3765105491
2025-10-27,USD,COP,3843.770702346
2025-10-27,USD,MXN,18.3990028699
2025-10-27,USD,PEN,3.3856006432
2025-10-27,USD,CLP,943.47
2025-10-27,CLP,ARS,1.521794607
2025-10-27,CLP,BRL,0.005711853
2025-10-27,CLP,COP,4.083513185
2025-10-27,CLP,MXN,0.01954658
2025-10-27,CLP,PEN,0.003596766
2025-10-26,USD,ARS,1491.5031598994
2025-10-26,USD,BRL,5.390900972
2025-10-26,USD,COP,3873.4704458518
2025-10-26,USD,MXN,18.4226028895
2025-10-26,USD,PEN,3.3850005431
2025-10-26,USD,CLP,945.34
2025-10-26,CLP,ARS,1.583622275
2025-10-26,CLP,BRL,0.005723857
2025-10-26,CLP,COP,4.112706056
2025-10-26,CLP,MXN,0.019560431
2025-10-26,CLP,PEN,0.003594067
2025-10-25,USD,ARS,1491.50326665
2025-10-25,USD,BRL,5.3904005832
2025-10-25,USD,COP,3873.47073561
2025-10-25,USD,MXN,18.4613033536
2025-10-25,USD,PEN,3.3850004227
2025-10-25,USD,CLP,945.34
2025-10-25,CLP,ARS,1.583622337
2025-10-25,CLP,BRL,0.005723326
2025-10-25,CLP,COP,4.112706232
2025-10-25,CLP,MXN,0.019601521
2025-10-25,CLP,PEN,0.003594067
2025-10-24,USD,ARS,1491.5031971211
2025-10-24,USD,BRL,5.390400814
2025-10-24,USD,COP,3873.4707332924
2025-10-24,USD,MXN,18.4613030562
2025-10-24,USD,PEN,3.3850004354
2025-10-24,USD,CLP,945.34
2025-10-24,CLP,ARS,1.583622313
2025-10-24,CLP,BRL,0.005723326
2025-10-24,CLP,COP,4.112706359
2025-10-24,CLP,MXN,0.019601521
2025-10-24,CLP,PEN,0.003594067
2025-10-23,USD,ARS,1482.990158124
2025-10-23,USD,BRL,5.383940587
2025-10-23,USD,COP,3879.4704621303
2025-10-23,USD,MXN,18.3979029253
2025-10-23,USD,PEN,3.3901006338
2025-10-23,USD,CLP,950.46
2025-10-23,CLP,ARS,1.569251652
2025-10-23,CLP,BRL,0.00569711
2025-10-23,CLP,COP,4.105128681
2025-10-23,CLP,MXN,0.019468059
2025-10-23,CLP,PEN,0.003587294
2025-10-22,USD,ARS,1488.4501783145
2025-10-22,USD,BRL,5.4010010642
2025-10-22,USD,COP,3910.9104718405
2025-10-22,USD,MXN,18.4520036195
2025-10-22,USD,PEN,3.4073004415
2025-10-22,USD,CLP,951.78
2025-10-22,CLP,ARS,1.56576753
2025-10-22,CLP,BRL,0.005681555
2025-10-22,CLP,COP,4.11406221
2025-10-22,CLP,MXN,0.019410491
2025-10-22,CLP,PEN,0.003584292
2025-10-21,USD,ARS,1490.2602924582
2025-10-21,USD,BRL,5.3880005544
2025-10-21,USD,COP,3888.4704392409
2025-10-21,USD,MXN,18.4460036103
2025-10-21,USD,PEN,3.39120035
2025-10-21,USD,CLP,953.21
2025-10-21,CLP,ARS,1.563051316
2025-10-21,CLP,BRL,0.005651175
2025-10-21,CLP,COP,4.078400845
2025-10-21,CLP,MXN,0.019346989
2025-10-21,CLP,PEN,0.003556842
2025-10-20,USD,ARS,1477.4902339459
2025-10-20,USD,BRL,5.3742005398
2025-10-20,USD,COP,3875.4706030921
2025-10-20,USD,MXN,18.4027022462
2025-10-20,USD,PEN,3.3736004767
2025-10-20,USD,CLP,960.34
2025-10-20,CLP,ARS,1.553747886
2025-10-20,CLP,BRL,0.005651579
2025-10-20,CLP,COP,4.075495133
2025-10-20,CLP,MXN,0.01935252
2025-10-20,CLP,PEN,0.003547722
2025-10-19,USD,ARS,1450.0031635195
2025-10-19,USD,BRL,5.4049009586
2025-10-19,USD,COP,3830.2904865982
2025-10-19,USD,MXN,18.377002762
2025-10-19,USD,PEN,3.3798006023
2025-10-19,USD,CLP,956.13
2025-10-19,CLP,ARS,1.516057515
2025-10-19,CLP,BRL,0.005651119
2025-10-19,CLP,COP,4.004777936
2025-10-19,CLP,MXN,0.01921416
2025-10-19,CLP,PEN,0.003533766
2025-10-18,USD,ARS,1450.0032868728
2025-10-18,USD,BRL,5.4044007696
2025-10-18,USD,COP,3830.2905963542
