moneda,pais,destino,actividad,precio_desde_original,precio_real,opiniones,viajeros,url_fuente,fuente,fecha_scan
COP,Colombia,Cali,Tour por la Comuna 20,,267.000 COP,12 opiniones,113 viajeros,https://www.civitatis.com/es/cali/tour-comuna-20/,Civitatis,2026-01-30 11:29
COP,Colombia,Cali,Tour panorámico por Cali,,287.500 COP,32 opiniones,319 viajeros,https://www.civitatis.com/es/cali/tour-panoramico-cali/,Civitatis,2026-01-30 11:29
COP,Colombia,Cali,Pub Crawl ¡Tour de fiesta por Cali!,,180.000 COP,Sin valorar,14 viajeros,https://www.civitatis.com/es/cali/pub-crawl-cali/,Civitatis,2026-01-30 11:29
COP,Colombia,Cali,Tour de comida callejera por Cali,,200.000 COP,1 opinión,15 viajeros,https://www.civitatis.com/es/cali/tour-comida-callejera-cali/,Civitatis,2026-01-30 11:29
COP,Colombia,Cali,Tour de la cerveza artesanal por Cali,,160.000 COP,Sin valorar,9 viajeros,https://www.civitatis.com/es/cali/tour-cerveza-artesanal-cali/,Civitatis,2026-01-30 11:29
COP,Colombia,Cali,Cena y espectáculo de salsa en Cali,,410.000 COP,Sin valorar,70 viajeros,https://www.civitatis.com/es/cali/cena-espectaculo-salsa/,Civitatis,2026-01-30 11:29
COP,Colombia,Cali,Traslados en Cali,,110.069 COP,73 opiniones,1.645 viajeros,https://www.civitatis.com/es/cali/traslados/,Civitatis,2026-01-30 11:29
COP,Colombia,Cali,Free tour de la salsa y arte urbano por Cali,,¡Gratis!,30 opiniones,1.514 viajeros,https://www.civitatis.com/es/cali/free-tour-salsa-cali/,Civitatis,2026-01-30 11:29
COP,Colombia,Cali,Free tour gastronómico por la Galería Alameda,,¡Gratis!,18 opiniones,812 viajeros,https://www.civitatis.com/es/cali/free-tour-gastronomico-galeria-alameda/,Civitatis,2026-01-30 11:29
COP,Colombia,Cali,Free tour a pie por Cali,,¡Gratis!,317 opiniones,13.984 viajeros,https://www.civitatis.com/es/cali/free-tour-cali/,Civitatis,2026-01-30 11:29
COP,Colombia,Cali,Tour del café por Cali,,550.000 COP,3 opiniones,48 viajeros,https://www.civitatis.com/es/cali/tour-cafe-cali/,Civitatis,2026-01-30 11:29
COP,Colombia,Cali,Tour por Cali y el Cristo Rey,,260.000 COP,4 opiniones,113 viajeros,https://www.civitatis.com/es/cali/tour-cali-cristo-rey/,Civitatis,2026-01-30 11:29
COP,Colombia,Cali,Tarjeta eSIM Civitatis Colombia,,"17.469,39 COP",26 opiniones,1.053 viajeros,https://www.civitatis.com/es/tarjeta-esim-colombia/,Civitatis,2026-01-30 11:29
COP,Colombia,Cali,Ruta de la salsa en Cali,,225.000 COP,39 opiniones,393 viajeros,https://www.civitatis.com/es/cali/ruta-salsa-cali/,Civitatis,2026-01-30 11:29
COP,Colombia,Cali,Clase de salsa caleña,,140.000 COP,2 opiniones,35 viajeros,https://www.civitatis.com/es/cali/clase-salsa-calena/,Civitatis,2026-01-30 11:29
COP,Colombia,Cali,Excursión a la Reserva Natural San Cipriano,,550.000 COP,6 opiniones,116 viajeros,https://www.civitatis.com/es/cali/excursion-reserva-natural-san-cipriano/,Civitatis,2026-01-30 11:29
COP,Colombia,Cali,Tour privado por Cali,,390.000 COP,13 opiniones,437 viajeros,https://www.civitatis.com/es/cali/tour-privado-cali/,Civitatis,2026-01-30 11:29
COP,Colombia,Cali,Seguro de viaje Civitatis,,"85.371,42 COP",2.895 opiniones,95.697 viajeros,https://www.civitatis.com/es/seguro-viaje/,Civitatis,2026-01-30 11:29
COP,Colombia,Cali,Excursión a Buga,,420.000 COP,5 opiniones,119 viajeros,https://www.civitatis.com/es/cali/excursion-buga/,Civitatis,2026-01-30 11:29
COP,Colombia,Cali,Excursión al Parque del Café,,400.000 COP,Sin valorar,185 viajeros,https://www.civitatis.com/es/cali/excursion-parque-cafe/,Civitatis,2026-01-30 11:29
COP,Colombia,Cali,Excursión a la Reserva Natural El Danubio,,650.000 COP,1 opinión,57 viajeros,https://www.civitatis.com/es/cali/excursion-reserva-natural-danubio/,Civitatis,2026-01-30 11:29
COP,Colombia,Cali,Tour por las haciendas de caña de azúcar del Valle del Cauca,,490.000 COP,2 opiniones,43 viajeros,https://www.civitatis.com/es/cali/tour-haciendas-cana-azucar-cali/,Civitatis,2026-01-30 11:29
COP,Colombia,Cali,Excursión a los Farallones de Cali y El Topacio,,"407.619,24 COP",1 opinión,104 viajeros,https://www.civitatis.com/es/cali/excursion-farallones-cali/,Civitatis,2026-01-30 11:29
COP,Colombia,Cali,Excursión a Popayán,,720.000 COP,1 opinión,112 viajeros,https://www.civitatis.com/es/cali/excursion-popayan/,Civitatis,2026-01-30 11:29
